filing_uuid,lobbyist_name,registrant,client,covered_position
https://lda.gov/api/v1/filings/764c6eb7-7a39-4f4c-ab48-d78b83bea5ed/,TYLER GRASSMEYER,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/764c6eb7-7a39-4f4c-ab48-d78b83bea5ed/,DANIEL LERNER,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/764c6eb7-7a39-4f4c-ab48-d78b83bea5ed/,ROSEMARIE LAUGHLIN,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/764c6eb7-7a39-4f4c-ab48-d78b83bea5ed/,TOM ROESSER,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/e4414c2c-11d4-4aa4-8e3f-2dd2ebb6c9b6/,JENNIFER STEWART,"STEWART STRATEGIES AND SOLUTIONS, LLC",MICROSOFT CORPORATION,"Eddie Bernice Johnson, 2000- 2002, Legislative Assistant; Gregory Meeks, 2002- 2005, Legislative Director"
https://lda.gov/api/v1/filings/e4414c2c-11d4-4aa4-8e3f-2dd2ebb6c9b6/,EBONY SIMPSON,"STEWART STRATEGIES AND SOLUTIONS, LLC",MICROSOFT CORPORATION,"William Jefferson, 2007- 2009, Legislative Assistant; Hank Johnson, 2009- 2012, Office Manager/Scheduler"
https://lda.gov/api/v1/filings/e4414c2c-11d4-4aa4-8e3f-2dd2ebb6c9b6/,CHONYA DAVIS-JOHNSON,"STEWART STRATEGIES AND SOLUTIONS, LLC",MICROSOFT CORPORATION,"Carter LA-02 Chief of Staff, May 2022 - November 2024 Beatty OH-03 Sr. Policy Advisor, 2018 - 2020 Edwards MD4, District Director, 2008-2009 Lee TX18, District Director 2007 Ruppersberg MD2, Legislative Assistant 2005"
https://lda.gov/api/v1/filings/c534286e-fd2d-48d2-8822-402354003625/,D'ARCY PHILPS,PENN HILL GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/c534286e-fd2d-48d2-8822-402354003625/,JULIA BRICKFIELD,PENN HILL GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/7259e597-3d0d-4edb-9886-fb7a71d01093/,ED PAGANO,AKIN GUMP STRAUSS HAUER & FELD,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/7259e597-3d0d-4edb-9886-fb7a71d01093/,VIRGIL MILLER,AKIN GUMP STRAUSS HAUER & FELD,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/7259e597-3d0d-4edb-9886-fb7a71d01093/,REGINALD BABIN,AKIN GUMP STRAUSS HAUER & FELD,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/d9bef3dd-c6c6-4aec-b7bb-886fd150f0dc/,JOSEPH GIBSON,"THE GIBSON GROUP, LLC",MICROSOFT CORPORATION,"Counsel for Legislative & Intergovernmental Affairs Anti-Trust Division, DOJ 2001-2002; Chief Antitrust Counsel, House Judiciary Committee 1997-2001; Counsel, House Judiciary Committee 1995-1997"
https://lda.gov/api/v1/filings/9688d7c4-b53c-4294-8d3e-994444b8a79f/,KEVIN YODER,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/9688d7c4-b53c-4294-8d3e-994444b8a79f/,ROBERT HOBART,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/9688d7c4-b53c-4294-8d3e-994444b8a79f/,HAMILTON BLOOM,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/9688d7c4-b53c-4294-8d3e-994444b8a79f/,CLAUDIA RYCHLIK,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/9688d7c4-b53c-4294-8d3e-994444b8a79f/,WILL BREWSTER,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/d560319f-64f7-4783-8311-7ae2a21963c5/,JEFFREY SHAPIRO,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/d560319f-64f7-4783-8311-7ae2a21963c5/,LINDSEY LEDWIN,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/d560319f-64f7-4783-8311-7ae2a21963c5/,TIMOTHY MOLINO,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/d560319f-64f7-4783-8311-7ae2a21963c5/,JENNIFER OLSON,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/d560319f-64f7-4783-8311-7ae2a21963c5/,MATTHEW LEFFINGWELL,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/d560319f-64f7-4783-8311-7ae2a21963c5/,JOSEPH RUSSO,TIBER CREEK GROUP,MICROSOFT CORPORATION,"Dir Cltn, H Approp Cmte(Jan2023-Mar 2025);SAP&Dep Dir, WH OPL(Jul2020-Jan2021);SAP&Dir Biz Otrch, WH OPL(Mar-Jul 2020);AD, WH OPL(Feb2019-Mar2020);Dep AD, WH OPL(Aug2018-Feb2019);Cltn Dir, H Jud Cmte(Jan 2014-Aug 2018);LC, Rep.Goodlatte(Jan-Dec2013)."
https://lda.gov/api/v1/filings/d560319f-64f7-4783-8311-7ae2a21963c5/,JOHN GONZALEZ,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/08e6a0ff-aa73-490e-8258-9b893012a8e4/,MENDA FIFE,"FIFESTRATEGIES, LLC",MICROSOFT CORPORATION,Professional Staff Member -- Senate Appropriations Committee; Legis. Asst. -- Sens. Kennedy & Feinstein and Rep. C. Brown; and LC and Mailroom Supervisor -- Senator Harkin
https://lda.gov/api/v1/filings/4f11377c-8913-4514-a10b-01b034a3f80d/,MADISON ARCANGELI,"FORZA DC, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/4f11377c-8913-4514-a10b-01b034a3f80d/,KATY NAZARETOVA,"FORZA DC, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/796a01a0-2f10-4cf9-b2aa-023dfc3c32e8/,DAN DUKES,TRACTION STRATEGIC,MICROSOFT,Senate Republican Floor Assistant (2003-2005)
https://lda.gov/api/v1/filings/dbecd8d4-2cac-4178-81af-72b77bb60ed0/,DANIEL GANS,"POLARIS GOVERNMENT RELATIONS, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/dbecd8d4-2cac-4178-81af-72b77bb60ed0/,BRYAN CUNNINGHAM,"POLARIS GOVERNMENT RELATIONS, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/e7fbd18b-fa81-4563-afb2-df0a85c6a2f0/,KELLIE DONNELLY,LOT SIXTEEN LLC,MICROSOFT CORPORATION,"Chief Counsel, U.S. Senate Committee on Energy & Natural Resources"
https://lda.gov/api/v1/filings/c49c5c2b-0cf8-4252-a2fc-f9d4b626b0e6/,INGRID DURAN,"D&P CREATIVE STRATEGIES, LLC",MICROSOFT CORPORATION,St. Assistant Banking Comm. LA Rep. Gene Green
https://lda.gov/api/v1/filings/c49c5c2b-0cf8-4252-a2fc-f9d4b626b0e6/,VANESSA VALDEZ,"D&P CREATIVE STRATEGIES, LLC",MICROSOFT CORPORATION,LC Senator John Ossoff
https://lda.gov/api/v1/filings/c49c5c2b-0cf8-4252-a2fc-f9d4b626b0e6/,CATHERINE PINO,"D&P CREATIVE STRATEGIES, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/c49c5c2b-0cf8-4252-a2fc-f9d4b626b0e6/,KAREN SUAREZ JIMENEZ,"D&P CREATIVE STRATEGIES, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/55efca8d-9847-4686-8bff-ad83712cd49c/,DANIEL GANS,"POLARIS GOVERNMENT RELATIONS, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/55efca8d-9847-4686-8bff-ad83712cd49c/,BRYAN CUNNINGHAM,"POLARIS GOVERNMENT RELATIONS, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/51964f29-3f19-44c5-8ae4-8630f84abaea/,JESSICA AUNE,"PLATINUM ADVISORS DC, LLC",MICROSOFT CORP.,
https://lda.gov/api/v1/filings/51964f29-3f19-44c5-8ae4-8630f84abaea/,DANIEL SEPULVEDA,"PLATINUM ADVISORS DC, LLC",MICROSOFT CORP.,"Amb. and Dept. Asst. Sec. - US Department of State, Senior Adviser - Mo Cowan, Senior Adviser - Sen. John Kerry, Assistant USTR - USTR, Legislative Assistant - Sen. Barack Obama, Senior Legislative Assistant - Sen. Barbara Boxer"
https://lda.gov/api/v1/filings/51964f29-3f19-44c5-8ae4-8630f84abaea/,JUSTIN TOY,"PLATINUM ADVISORS DC, LLC",MICROSOFT CORP.,
https://lda.gov/api/v1/filings/51964f29-3f19-44c5-8ae4-8630f84abaea/,ERIK HUEY,"PLATINUM ADVISORS DC, LLC",MICROSOFT CORP.,
https://lda.gov/api/v1/filings/825f1daf-5fc2-4293-abed-2e9001765741/,BRITTAN SPECHT,MICHAEL BEST STRATEGIES LLC,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/825f1daf-5fc2-4293-abed-2e9001765741/,PRESTON HILL,MICHAEL BEST STRATEGIES LLC,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/825f1daf-5fc2-4293-abed-2e9001765741/,JASON YAWORSKE,MICHAEL BEST STRATEGIES LLC,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/825f1daf-5fc2-4293-abed-2e9001765741/,ALEXANDER ANGELSON,MICHAEL BEST STRATEGIES LLC,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/3eee2735-f17f-4c69-9fdd-fcc7f0215b31/,DAN DUKES,TRACTION STRATEGIC,MICROSOFT,Senate Republican Floor Assistant (2003-2005)
https://lda.gov/api/v1/filings/788e23b6-fda9-4c0e-8ee4-efb55111bbfd/,ROBERT CHAMBERLIN,"ELEVATE GOVERNMENT AFFAIRS, LLC",MICROSOFT CORPORATION,"Chief Counsel, US Senate Commerce Committee; Senior Counsel, US Senate Commerce Committee; Assistant Counsel, House Transportation and Infrastructure Committtee."
https://lda.gov/api/v1/filings/788e23b6-fda9-4c0e-8ee4-efb55111bbfd/,SAMUEL WHITEHORN,"ELEVATE GOVERNMENT AFFAIRS, LLC",MICROSOFT CORPORATION,"Deputy SD/GC, US Senate Commerce Committee; Acting SD, US Senate Commerce Committee; Sr. Counsel, US Senate Commerce Committee."
https://lda.gov/api/v1/filings/788e23b6-fda9-4c0e-8ee4-efb55111bbfd/,JEFFREY MARKEY,"ELEVATE GOVERNMENT AFFAIRS, LLC",MICROSOFT CORPORATION,"LD/Deputy Chief of Staff, Representative Doc Hastings."
https://lda.gov/api/v1/filings/788e23b6-fda9-4c0e-8ee4-efb55111bbfd/,BRET MANLEY,"ELEVATE GOVERNMENT AFFAIRS, LLC",MICROSOFT CORPORATION,"Chief of Staff, Rep. Rodney Davis 19-22; Chief of Staff, Rep. Jeff Denham 17-18; Legislative Director, Rep. Jeff Denham 11-17; Financial Services Policy Advisor, Rep. Gary Miller 08-10; Legislative Correspondent, Rep. Gary Miller 07-08."
https://lda.gov/api/v1/filings/788e23b6-fda9-4c0e-8ee4-efb55111bbfd/,KELLY LUGAR,"ELEVATE GOVERNMENT AFFAIRS, LLC",MICROSOFT CORPORATION,"Deputy Assistant Secretary, Department of Energy."
https://lda.gov/api/v1/filings/788e23b6-fda9-4c0e-8ee4-efb55111bbfd/,DAVID MARTEN,"ELEVATE GOVERNMENT AFFAIRS, LLC",MICROSOFT CORPORATION,"Legislative Director, Sen. Maria Cantwell; Legislative Assistant, Sen. Maria Cantwell; Legislative Assistant, Rep. Denny Heck; Legislative Correspondent, Rep. Denny Heck."
https://lda.gov/api/v1/filings/f3906bab-4252-47a6-9afb-7ebf378ab942/,STEVE STOMBRES,"HARBINGER STRATEGIES, LLC",MICROSOFT CORPORATION,"Chief of Staff, Office of the Majority Leader 10-14; Chief of Staff, Office of the Minority Whip 08-09; Chief of Staff, Office of the Chief Deputy Majority Whip 04-07; Chief of Staff, Congressman Eric Cantor 01-03."
https://lda.gov/api/v1/filings/f3906bab-4252-47a6-9afb-7ebf378ab942/,JONATHAN SLEMROD,"HARBINGER STRATEGIES, LLC",MICROSOFT CORPORATION,"Associate Director, Legislative Affairs, Office of Management and Budget, '17-'18, Policy Advisor, Office of the Sen. Republican Whip, '12-'17, Legislative Assistant, Sen. Marco Rubio '11-'12."
https://lda.gov/api/v1/filings/f3906bab-4252-47a6-9afb-7ebf378ab942/,MANNY ROSSMAN,"HARBINGER STRATEGIES, LLC",MICROSOFT CORPORATION,"Chief of Staff, Office of the Senate Republican Whip 07-09;Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02."
https://lda.gov/api/v1/filings/f3906bab-4252-47a6-9afb-7ebf378ab942/,KYLE NEVINS,"HARBINGER STRATEGIES, LLC",MICROSOFT CORPORATION,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06."
https://lda.gov/api/v1/filings/f3906bab-4252-47a6-9afb-7ebf378ab942/,JOHN LEGANSKI,"HARBINGER STRATEGIES, LLC",MICROSOFT CORPORATION,"Chief Dep., Speaker Off. '23; Chief Dep., Min. Leader Off. '22; Floor Dir., Min. Leader Off. '19-'21; Floor Dir., Maj. Leader Off. '17-'19; Dep. Floor Dir., Maj. Leader Off. '16; Floor Assist. Maj. Leader Off. '14-'15; Floor Assist. Maj. Whip Off.'13"
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,FRANK CAVALIERE,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,FRED HUMPHRIES,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,JAMES FARRELL,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,JONATHAN SCHWANTES,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,ANAIS CARMONA,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,TYLER GRASSMEYER,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,DANIEL LERNER,MICROSOFT CORPORATION,MICROSOFT CORPORATION,"Staff, Senate Armed Services Committee; Deputy to the Associate Director/Legislative Analyst/Confidential Assistant, Office of Management and Budget"
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,ROSEMARIE LAUGHLIN,MICROSOFT CORPORATION,MICROSOFT CORPORATION,"January 2015-July 2022: Senior Professional Staffer -Energy & Environment Policy Advisor - Committee on Rules, US House of Representatives"
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,ALLYSON KNOX,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,PAULA BOYD,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,PAUL CARON,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,DANYELLE SOLOMON,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/a4185da2-1bf1-4f6e-a76c-33054cbceca9/,TOM ROESSER,MICROSOFT CORPORATION,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/e31dd79b-44ce-4328-af46-34a0bb7b142b/,WILLIAM HOLLIER,HOLLIER & ASSOCIATES,MICROSOFT,"Chief of Staff, Senator Crapo"
https://lda.gov/api/v1/filings/57df9f0e-178a-416b-a442-6e48ab74f62f/,JENNIFER STEWART,"STEWART STRATEGIES AND SOLUTIONS, LLC",MICROSOFT CORPORATION,"Eddie Bernice Johnson, 2000- 2002, Legislative Assistant; Gregory Meeks, 2002- 2005, Legislative Director"
https://lda.gov/api/v1/filings/57df9f0e-178a-416b-a442-6e48ab74f62f/,EBONY SIMPSON,"STEWART STRATEGIES AND SOLUTIONS, LLC",MICROSOFT CORPORATION,"William Jefferson, 2007- 2009, Legislative Assistant; Hank Johnson, 2009- 2012, Office Manager/Scheduler"
https://lda.gov/api/v1/filings/57df9f0e-178a-416b-a442-6e48ab74f62f/,CHONYA DAVIS-JOHNSON,"STEWART STRATEGIES AND SOLUTIONS, LLC",MICROSOFT CORPORATION,"Carter LA-02 Chief of Staff, May 2022 - November 2024 Beatty OH-03 Sr. Policy Advisor, 2018 - 2020 Edwards MD4, District Director, 2008-2009 Lee TX18, District Director 2007 Ruppersberg MD2, Legislative Assistant 2005"
https://lda.gov/api/v1/filings/d9cfb09d-118c-4134-9aed-eb700a282ea6/,ED PAGANO,AKIN GUMP STRAUSS HAUER & FELD,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/d9cfb09d-118c-4134-9aed-eb700a282ea6/,LAUREN RUBIN,AKIN GUMP STRAUSS HAUER & FELD,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/afde2c50-1793-4e83-b7f0-cb7e7b533952/,D'ARCY PHILPS,PENN HILL GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/afde2c50-1793-4e83-b7f0-cb7e7b533952/,JULIA BRICKFIELD,PENN HILL GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/8261b275-d7c0-45f4-bd9d-f80412ae6775/,MENDA FIFE,"FIFESTRATEGIES, LLC",MICROSOFT CORPORATION,Professional Staff Member -- Senate Appropriations Committee; Legis. Asst. -- Sens. Kennedy & Feinstein and Rep. C. Brown; and LC and Mailroom Supervisor -- Senator Harkin
https://lda.gov/api/v1/filings/007eb0ac-45b1-46e1-922b-c9986eeb5e1f/,PRESTON HILL,MICHAEL BEST STRATEGIES LLC,MICROSOFT CORPORATION,"Sr Policy Advisor, House Speaker; Sr. Policy Advisor, Policy Advisor, House Minority Leader; Special Assistant, House Majority Leader"
https://lda.gov/api/v1/filings/007eb0ac-45b1-46e1-922b-c9986eeb5e1f/,ALEXANDER ANGELSON,MICHAEL BEST STRATEGIES LLC,MICROSOFT CORPORATION,"Special Assistant to the President, Office of Legislative Affairs, Executive Office of the President"
https://lda.gov/api/v1/filings/007eb0ac-45b1-46e1-922b-c9986eeb5e1f/,BRITTAN SPECHT,MICHAEL BEST STRATEGIES LLC,MICROSOFT CORPORATION,"Counsel, Dep Chief of Staff, Hse Speaker; Policy Dir, Dep Policy Dir, Hse Min Leader.; Sr Policy Adv., Hse Maj. Leader; Policy Dr, RSC; Dep Chief of Staff Rep McClintock, Leg Asst & Financial Analyst, Rep. McClintock"
https://lda.gov/api/v1/filings/007eb0ac-45b1-46e1-922b-c9986eeb5e1f/,JASON YAWORSKE,MICHAEL BEST STRATEGIES LLC,MICROSOFT CORPORATION,"Sr Policy Advisor, Hse Speaker; Clerk, Sen Appropriations Cmt,; Assoc. Dir., Off. Management & Budget; Chief of Staff, Rep Davidson; Legislative Director, Legislative Assistant, Rep. King"
https://lda.gov/api/v1/filings/82b49638-47ba-4797-8247-c55dfe440067/,DANIEL GANS,"POLARIS GOVERNMENT RELATIONS, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/82b49638-47ba-4797-8247-c55dfe440067/,BRYAN CUNNINGHAM,"POLARIS GOVERNMENT RELATIONS, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/613971ad-dc9a-4209-adaf-342b5a1f889e/,DAN GANS,"POLARIS-HUTTON GROUP, LLC",MICROSOFT,
https://lda.gov/api/v1/filings/613971ad-dc9a-4209-adaf-342b5a1f889e/,BRYAN CUNNINGHAM,"POLARIS-HUTTON GROUP, LLC",MICROSOFT,
https://lda.gov/api/v1/filings/613971ad-dc9a-4209-adaf-342b5a1f889e/,MICHAEL HUTTON,"POLARIS-HUTTON GROUP, LLC",MICROSOFT,
https://lda.gov/api/v1/filings/e44324c7-9249-488c-b376-9e6ea9babc68/,KEVIN YODER,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/e44324c7-9249-488c-b376-9e6ea9babc68/,ROBERT HOBART,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/e44324c7-9249-488c-b376-9e6ea9babc68/,HAMILTON BLOOM,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/e44324c7-9249-488c-b376-9e6ea9babc68/,CLAUDIA RYCHLIK,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/e44324c7-9249-488c-b376-9e6ea9babc68/,WILL BREWSTER,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",MICROSOFT CORPORATION,"Legislative Assistant, Legislative Correspondent, Senator Richard Shelby"
https://lda.gov/api/v1/filings/c41c4695-e69a-4bce-8722-e3e6f38afa4e/,TIMOTHY MOLINO,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/c41c4695-e69a-4bce-8722-e3e6f38afa4e/,JENNIFER OLSON,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/c41c4695-e69a-4bce-8722-e3e6f38afa4e/,JOHN GONZALEZ,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/c41c4695-e69a-4bce-8722-e3e6f38afa4e/,JEFFREY SHAPIRO,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/c41c4695-e69a-4bce-8722-e3e6f38afa4e/,LINDSEY LEDWIN,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/c41c4695-e69a-4bce-8722-e3e6f38afa4e/,MATTHEW LEFFINGWELL,TIBER CREEK GROUP,MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/82dffc72-d655-4b79-a5d1-8ce96fc69be9/,MADISON ARCANGELI,"FORZA DC, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/82dffc72-d655-4b79-a5d1-8ce96fc69be9/,KATY NAZARETOVA,"FORZA DC, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/5531510f-d27c-44c7-ad8e-c418146a057b/,SAM GEDULDIG,"CGCN GROUP, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/5531510f-d27c-44c7-ad8e-c418146a057b/,JAY CRANFORD,"CGCN GROUP, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/5531510f-d27c-44c7-ad8e-c418146a057b/,JOHN STIPICEVIC,"CGCN GROUP, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/5531510f-d27c-44c7-ad8e-c418146a057b/,ALEX RENJEL,"CGCN GROUP, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/5531510f-d27c-44c7-ad8e-c418146a057b/,SCOTT RIPLINGER,"CGCN GROUP, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/5531510f-d27c-44c7-ad8e-c418146a057b/,JILL HAMAKER,"CGCN GROUP, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/5531510f-d27c-44c7-ad8e-c418146a057b/,JA'RON SMITH,"CGCN GROUP, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/cfcfdc5f-ac90-42b4-a335-5a5226b2e2f9/,KELLIE DONNELLY,LOT SIXTEEN LLC,MICROSOFT CORPORATION,"Chief Counsel, U.S. Senate Committee on Energy & Natural Resources"
https://lda.gov/api/v1/filings/0b8ceb3c-3b98-40ff-9f15-517809400f40/,INGRID DURAN,"D&P CREATIVE STRATEGIES, LLC",MICROSOFT CORPORATION,St. Assistant Banking Comm. LA Rep. Gene Green
https://lda.gov/api/v1/filings/0b8ceb3c-3b98-40ff-9f15-517809400f40/,VANESSA VALDEZ,"D&P CREATIVE STRATEGIES, LLC",MICROSOFT CORPORATION,LC Senator John Ossoff
https://lda.gov/api/v1/filings/0b8ceb3c-3b98-40ff-9f15-517809400f40/,CATHERINE PINO,"D&P CREATIVE STRATEGIES, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/0b8ceb3c-3b98-40ff-9f15-517809400f40/,KAREN SUAREZ JIMENEZ,"D&P CREATIVE STRATEGIES, LLC",MICROSOFT CORPORATION,
https://lda.gov/api/v1/filings/6a40b43e-8773-4749-ba16-aa11ff0aca36/,BRYAN CUNNINGHAM,"POLARIS GOVERNMENT RELATIONS, LLC",MICROSOFT CORPORATION,"LC Sen. Gregg; Intern, Sen. Bennett; Policy Advsr & LA, Sen Ensign; LA Rep LoBiondo."
https://lda.gov/api/v1/filings/6a40b43e-8773-4749-ba16-aa11ff0aca36/,DANIEL GANS,"POLARIS GOVERNMENT RELATIONS, LLC",MICROSOFT CORPORATION,"COS, Rep Riley; LD, Rep Martini; Sr LA, Rep. Franks."
https://lda.gov/api/v1/filings/f976d7c4-0a93-4b4b-9e68-2a1cc1b9ba0c/,JOSEPH GIBSON,"THE GIBSON GROUP, LLC",MICROSOFT CORPORATION,"Counsel for Legislative & Intergovernmental Affairs Anti-Trust Division, DOJ 2001-2002; Chief Antitrust Counsel, House Judiciary Committee 1997-2001; Counsel, House Judiciary Committee 1995-1997"
https://lda.gov/api/v1/filings/2d20cbe2-cf1e-4e76-9b40-b63d86a378bb/,KENNETH KIES,"FEDERAL POLICY GROUP, LLC",MICROSOFT CORPORATION,"Chief of Staff, Joint Committee on Taxation"
https://lda.gov/api/v1/filings/2d20cbe2-cf1e-4e76-9b40-b63d86a378bb/,AHARON FRIEDMAN,"FEDERAL POLICY GROUP, LLC",MICROSOFT CORPORATION,"Tax Counsel, Committee on Ways and Means"
https://lda.gov/api/v1/filings/8c75e40c-72ee-4f63-aaff-ef1a95b375f4/,DAN DUKES,TRACTION STRATEGIC,MICROSOFT,Senate Republican Floor Assistant
